LeMond,FW 0.34,HW 1.0,STN,140723,05:25
TIME,SPEED,DIST,POWER,HEART RATE,RPM,CALORIES,TORQUE,TARGET HR
00:00:01, 15.1,  0.0,60,0,67,0,8,0
00:00:02, 15.1,  0.0,60,0,67,0,8,0
00:00:03, 15.1,  0.0,60,0,67,0,8,0
00:00:04, 15.1,  0.0,60,0,67,0,8,0
00:00:05, 15.1,  0.0,60,0,67,0,8,0
00:00:06, 15.1,  0.0,60,0,67,0,8,0
00:00:07, 14.8,  0.0,60,0,66,0,8,0
00:00:08, 14.8,  0.0,60,0,66,0,8,0
00:00:09, 14.8,  0.0,60,0,66,0,8,0
00:00:10, 14.8,  0.0,60,0,66,0,8,0
00:00:11, 14.8,  0.0,60,0,66,0,8,0
00:00:12, 14.8,  0.0,60,0,66,0,8,0
00:00:13, 14.8,  0.1,60,0,66,0,8,0
00:00:14, 14.8,  0.1,60,0,66,0,8,0
00:00:15, 14.8,  0.1,60,0,66,1,8,0
00:00:16, 14.8,  0.1,60,0,66,1,8,0
00:00:17, 14.8,  0.1,60,0,66,1,8,0
00:00:18, 14.8,  0.1,60,0,66,1,8,0
00:00:19, 14.8,  0.1,60,0,66,1,8,0
00:00:20, 15.1,  0.1,60,0,67,1,8,0
00:00:21, 15.3,  0.1,60,0,68,1,8,0
00:00:22, 15.3,  0.1,60,0,68,1,8,0
00:00:23, 15.3,  0.1,60,0,68,1,8,0
00:00:24, 15.3,  0.1,60,0,68,1,8,0
00:00:25, 15.3,  0.1,60,0,68,1,8,0
00:00:26, 15.3,  0.1,60,0,68,1,8,0
00:00:27, 15.3,  0.1,60,0,68,1,8,0
00:00:28, 15.3,  0.1,60,0,68,1,8,0
00:00:29, 15.3,  0.1,60,0,68,2,8,0
00:00:30, 15.3,  0.1,60,0,68,2,8,0
00:00:31, 15.3,  0.1,60,0,68,2,8,0
00:00:32, 15.1,  0.1,60,0,67,2,8,0
00:00:33, 14.8,  0.1,60,0,66,2,8,0
00:00:34, 14.6,  0.1,60,0,65,2,8,0
00:00:35, 14.6,  0.1,60,0,65,2,8,0
00:00:36, 14.6,  0.2,60,0,65,2,8,0
00:00:37, 14.6,  0.2,60,0,65,2,8,0
00:00:38, 14.6,  0.2,60,0,65,2,8,0
00:00:39, 14.6,  0.2,60,0,65,2,8,0
00:00:40, 14.8,  0.2,60,0,66,2,8,0
00:00:41, 14.6,  0.2,60,0,65,2,8,0
00:00:42, 14.4,  0.2,60,0,64,2,8,0
00:00:43, 14.4,  0.2,60,0,64,2,8,0
00:00:44, 14.8,  0.2,60,0,66,3,8,0
00:00:45, 15.1,  0.2,60,0,67,3,8,0
00:00:46, 15.3,  0.2,60,0,68,3,8,0
00:00:47, 15.3,  0.2,60,0,68,3,8,0
00:00:48, 15.3,  0.2,60,0,68,3,8,0
00:00:49, 15.3,  0.2,60,0,68,3,8,0
00:00:50, 15.1,  0.2,60,0,67,3,8,0
