LeMond,FW 0.34,HW 1.0,STN,140623,15:18
TIME,SPEED,DIST,POWER,HEART RATE,RPM,CALORIES,TORQUE,TARGET HR
00:00:01, 13.9,  0.0,63,103,62,0,9,110
00:00:02, 13.9,  0.0,65,105,62,0,10,110
00:00:03, 13.9,  0.0,64,105,62,0,9,110
00:00:04, 13.7,  0.0,63,108,61,0,9,110
00:00:05, 13.3,  0.0,63,108,59,0,10,110
00:00:06, 13.3,  0.0,62,112,59,0,10,110
00:00:07, 13.3,  0.0,60,114,59,0,9,110
00:00:08, 13.3,  0.0,59,114,59,0,9,110
00:00:09, 13.3,  0.0,58,117,59,0,9,110
00:00:10, 13.3,  0.0,56,117,59,0,9,110
00:00:11, 13.5,  0.0,55,117,60,0,8,110
00:00:12, 13.5,  0.0,54,115,60,0,8,110
00:00:13, 13.3,  0.0,54,115,59,0,8,110
00:00:14, 13.3,  0.1,53,110,59,0,8,110
00:00:15, 13.3,  0.1,55,106,59,1,8,110
00:00:16, 13.3,  0.1,57,106,59,1,9,110
00:00:17, 13.3,  0.1,58,107,59,1,9,110
00:00:18, 13.3,  0.1,57,107,59,1,9,110
00:00:19, 13.7,  0.1,55,111,61,1,8,110
00:00:20, 13.5,  0.1,53,114,60,1,8,110
00:00:21, 13.5,  0.1,51,114,60,1,8,110
00:00:22, 13.9,  0.1,50,115,62,1,7,110
00:00:23, 14.4,  0.1,49,115,64,1,7,110
00:00:24, 14.6,  0.1,50,115,65,1,7,110
00:00:25, 14.6,  0.1,49,115,65,1,7,110
00:00:26, 14.6,  0.1,48,115,65,1,7,110
00:00:27, 14.6,  0.1,47,115,65,1,6,110
00:00:28, 15.1,  0.1,46,115,67,1,6,110
00:00:29, 15.1,  0.1,45,116,67,1,6,110
00:00:30, 15.1,  0.1,43,116,67,1,6,110
00:00:31, 15.1,  0.1,42,116,67,1,5,110
00:00:32, 15.1,  0.1,41,116,67,2,5,110
00:00:33, 15.1,  0.1,40,116,67,2,5,110
00:00:34, 15.1,  0.1,40,116,67,2,5,110
00:00:35, 15.1,  0.1,40,116,67,2,5,110
00:00:36, 15.3,  0.1,40,116,68,2,5,110
00:00:37, 15.3,  0.1,40,118,68,2,5,110
00:00:38, 15.3,  0.1,40,118,68,2,5,110
00:00:39, 15.1,  0.2,40,117,67,2,5,110
