LeMond,FW 0.34,HW 1.0,STN,140623,15:27
TIME,SPEED,DIST,POWER,HEART RATE,RPM,CALORIES,TORQUE,TARGET HR
00:00:01, 16.9,  0.0,82,133,75,0,10,0
00:00:02, 16.2,  0.0,101,133,72,0,13,0
00:00:03, 16.0,  0.0,114,133,71,0,15,0
00:00:04, 15.8,  0.0,112,133,70,0,15,0
00:00:05, 15.8,  0.0,93,133,70,0,12,0
00:00:06, 16.0,  0.0,93,133,71,0,12,0
00:00:07, 16.2,  0.0,94,131,72,0,12,0
00:00:08, 16.4,  0.0,96,131,73,0,12,0
00:00:09, 16.4,  0.0,98,131,73,1,12,0
00:00:10, 16.2,  0.0,98,131,72,1,12,0
00:00:11, 16.0,  0.0,96,131,71,1,12,0
00:00:12, 16.0,  0.1,94,131,71,1,12,0
00:00:13, 16.2,  0.1,94,131,72,1,12,0
00:00:14, 16.2,  0.1,80,131,72,1,10,0
00:00:15, 16.4,  0.1,80,131,73,1,10,0
00:00:16, 16.4,  0.1,81,131,73,1,10,0
00:00:17, 16.2,  0.1,81,131,72,1,10,0
00:00:18, 16.2,  0.1,78,131,72,1,10,0
00:00:19, 16.2,  0.1,80,132,72,2,10,0
00:00:20, 10.3,  0.1,80,132,46,2,16,0
00:00:21, 13.9,  0.1,46,132,62,2,7,0
00:00:22, 15.8,  0.1,66,132,70,2,9,0
00:00:23, 16.6,  0.1,77,132,74,2,9,0
00:00:24, 16.6,  0.1,82,132,74,2,10,0
00:00:25, 16.6,  0.1,82,132,74,2,10,0
00:00:26, 16.6,  0.1,82,132,74,2,10,0
00:00:27, 16.2,  0.1,82,132,72,2,10,0
00:00:28, 15.5,  0.1,80,132,69,2,11,0
00:00:29, 15.8,  0.1,76,132,70,2,10,0
00:00:30, 15.8,  0.1,77,132,70,2,10,0
00:00:31, 15.8,  0.1,77,132,70,3,10,0
00:00:32, 15.8,  0.1,77,132,70,3,10,0
00:00:33,  0.0,  0.1,77,129,0,3,0,0
00:00:34,  8.8,  0.1,0,124,39,3,0,0
00:00:35, 11.5,  0.1,37,124,51,3,6,0
00:00:36, 12.8,  0.2,52,124,57,3,8,0
00:00:37, 17.5,  0.2,60,127,78,3,7,0
00:00:38, 18.2,  0.2,87,127,81,3,10,0
00:00:39, 18.2,  0.2,91,128,81,3,10,0
00:00:40, 17.5,  0.2,91,130,78,3,11,0
00:00:41, 17.3,  0.2,87,133,77,3,10,0
00:00:42, 17.5,  0.2,86,133,78,3,10,0
00:00:43, 17.3,  0.2,87,134,77,4,10,0
00:00:44, 16.9,  0.2,86,135,75,4,10,0
00:00:45, 16.9,  0.2,83,135,75,4,10,0
00:00:46, 16.9,  0.2,83,135,75,4,10,0
00:00:47, 11.5,  0.2,83,135,51,4,15,0
00:00:48, 13.5,  0.2,52,135,60,4,8,0
00:00:49, 14.6,  0.2,63,135,65,4,9,0
00:00:50, 15.5,  0.2,70,135,69,4,9,0
00:00:51, 16.0,  0.2,76,135,71,4,10,0
00:00:52, 16.0,  0.2,78,134,71,4,10,0
00:00:53, 15.8,  0.2,78,135,70,4,10,0
00:00:54, 15.5,  0.2,77,135,69,5,10,0
00:00:55, 15.5,  0.2,76,135,69,5,10,0
00:00:56, 15.5,  0.2,76,137,69,5,10,0
00:00:57, 15.5,  0.2,76,138,69,5,10,0
00:00:58, 15.8,  0.2,76,138,70,5,10,0
00:00:59, 15.8,  0.3,77,138,70,5,10,0
00:01:00, 15.5,  0.3,77,138,69,5,10,0
00:01:01, 15.8,  0.3,76,138,70,5,10,0
00:01:02, 15.5,  0.3,77,138,69,5,10,0
00:01:03, 15.3,  0.3,76,138,68,5,10,0
00:01:04, 15.3,  0.3,74,137,68,5,10,0
00:01:05, 15.3,  0.3,74,136,68,5,10,0
00:01:06, 15.3,  0.3,74,136,68,6,10,0
00:01:07, 15.3,  0.3,74,136,68,6,10,0
00:01:08, 15.3,  0.3,74,136,68,6,10,0
00:01:09, 15.3,  0.3,74,136,68,6,10,0
00:01:10, 15.3,  0.3,74,136,68,6,10,0
00:01:11,  0.0,  0.3,74,136,0,6,0,0
00:01:12,  4.3,  0.3,0,136,19,6,0,0
00:01:13,  7.0,  0.3,13,137,31,6,4,0
00:01:14, 11.5,  0.3,27,136,51,6,5,0
00:01:15, 13.3,  0.3,52,136,59,6,8,0
00:01:16, 15.3,  0.3,63,136,68,6,8,0
00:01:17, 15.5,  0.3,74,134,69,6,10,0
00:01:18, 15.1,  0.3,76,133,67,6,10,0
00:01:19, 15.1,  0.3,73,133,67,6,10,0
00:01:20, 15.1,  0.3,73,134,67,7,10,0
00:01:21, 15.1,  0.3,73,135,67,7,10,0
00:01:22, 14.6,  0.3,73,135,65,7,10,0
00:01:23, 15.1,  0.3,70,135,67,7,9,0
00:01:24, 15.5,  0.3,73,134,69,7,10,0
00:01:25, 15.8,  0.4,76,133,70,7,10,0
00:01:26, 15.5,  0.4,77,133,69,7,10,0
00:01:27, 16.0,  0.4,92,134,71,7,12,0
00:01:28, 16.0,  0.4,94,135,71,7,12,0
00:01:29, 10.1,  0.4,94,135,45,7,19,0
00:01:30, 14.8,  0.4,53,135,66,7,7,0
00:01:31, 16.0,  0.4,87,135,71,8,11,0
00:01:32, 16.4,  0.4,94,134,73,8,12,0
00:01:33, 16.4,  0.4,98,133,73,8,12,0
00:01:34, 16.4,  0.4,98,133,73,8,12,0
00:01:35, 16.2,  0.4,98,133,72,8,12,0
00:01:36, 16.0,  0.4,96,133,71,8,12,0
00:01:37, 16.0,  0.4,94,133,71,8,12,0
00:01:38, 16.0,  0.4,94,133,71,8,12,0
