LeMond,FW 0.34,HW 1.0,STN,140413,09:10
TIME,SPEED,DIST,POWER,HEART RATE,RPM,CALORIES,TORQUE,TARGET HR
00:00:01, 12.6,  0.0,32,103,56,0,5,0
00:00:02, 13.0,  0.0,70,103,58,0,11,0
00:00:03, 13.5,  0.0,72,106,60,0,11,0
00:00:04, 13.5,  0.0,75,109,60,0,11,0
00:00:05, 13.3,  0.0,75,109,59,0,12,0
00:00:06, 13.3,  0.0,74,111,59,0,11,0
00:00:07, 13.0,  0.0,74,113,58,0,12,0
00:00:08, 13.0,  0.0,72,113,58,0,11,0
00:00:09, 12.8,  0.0,72,115,57,0,12,0
00:00:10, 12.6,  0.0,70,115,56,0,11,0
00:00:11, 12.4,  0.0,70,115,55,0,12,0
00:00:12, 12.6,  0.0,68,113,56,0,11,0
00:00:13, 12.8,  0.0,70,113,57,1,11,0
00:00:14, 12.6,  0.1,70,112,56,1,11,0
00:00:15, 12.6,  0.1,70,109,56,1,11,0
00:00:16, 12.6,  0.1,70,109,56,1,11,0
00:00:17, 12.1,  0.1,70,107,54,1,12,0
00:00:18, 12.4,  0.1,66,107,55,1,11,0
00:00:19, 12.4,  0.1,68,108,55,1,11,0
00:00:20, 12.4,  0.1,68,110,55,1,11,0
00:00:21, 12.4,  0.1,68,110,55,1,11,0
00:00:22, 12.4,  0.1,68,112,55,1,11,0
00:00:23, 12.4,  0.1,68,112,55,1,11,0
00:00:24, 12.6,  0.1,68,112,56,1,11,0
00:00:25, 12.6,  0.1,70,111,56,1,11,0
00:00:26, 12.4,  0.1,70,111,55,2,12,0
00:00:27, 12.1,  0.1,68,112,54,2,12,0
00:00:28, 11.9,  0.1,66,111,53,2,11,0
00:00:29, 11.9,  0.1,65,111,53,2,11,0
00:00:30, 11.7,  0.1,65,113,52,2,11,0
00:00:31, 11.7,  0.1,63,113,52,2,11,0
00:00:32, 11.7,  0.1,63,114,52,2,11,0
00:00:33, 11.5,  0.1,63,115,51,2,11,0
00:00:34, 11.5,  0.1,61,115,51,2,11,0
00:00:35, 11.3,  0.1,61,115,50,2,11,0
00:00:36, 11.3,  0.1,60,115,50,2,11,0
00:00:37, 11.7,  0.1,60,115,52,2,11,0
00:00:38, 11.9,  0.1,63,114,53,2,11,0
00:00:39, 11.7,  0.1,65,113,52,3,11,0
00:00:40, 11.5,  0.1,63,113,51,3,11,0
00:00:41, 11.9,  0.1,61,113,53,3,10,0
00:00:42, 12.1,  0.1,65,113,54,3,11,0
00:00:43, 12.4,  0.1,66,114,55,3,11,0
00:00:44, 12.6,  0.2,68,114,56,3,11,0
00:00:45, 13.7,  0.2,70,114,61,3,10,0
00:00:46, 14.2,  0.2,77,115,63,3,11,0
00:00:47, 14.2,  0.2,80,116,63,3,12,0
00:00:48, 14.2,  0.2,80,116,63,3,12,0
00:00:49, 14.2,  0.2,80,116,63,3,12,0
00:00:50, 14.4,  0.2,80,116,64,3,11,0
