LeMond,FW 0.34,HW 1.0,STN,140616,05:18
TIME,SPEED,DIST,POWER,HEART RATE,RPM,CALORIES,TORQUE,TARGET HR
00:00:01, 15.5,  0.0,50,0,69,0,6,0
00:00:02, 15.8,  0.0,50,0,70,0,6,0
00:00:03, 15.8,  0.0,50,0,70,0,6,0
00:00:04, 15.5,  0.0,50,0,69,0,6,0
00:00:05, 15.3,  0.0,50,0,68,0,7,0
00:00:06, 16.0,  0.0,50,0,71,0,6,0
00:00:07, 16.0,  0.0,50,0,71,0,6,0
00:00:08, 15.8,  0.0,50,0,70,0,6,0
00:00:09, 15.8,  0.0,50,0,70,0,6,0
00:00:10, 15.8,  0.0,50,0,70,0,6,0
00:00:11, 15.8,  0.0,50,0,70,0,6,0
00:00:12, 15.8,  0.1,50,0,70,0,6,0
00:00:13, 15.8,  0.1,50,0,70,0,6,0
00:00:14, 16.0,  0.1,50,0,71,0,6,0
00:00:15, 16.0,  0.1,50,0,71,0,6,0
00:00:16, 16.0,  0.1,50,0,71,0,6,0
00:00:17, 16.0,  0.1,50,0,71,0,6,0
00:00:18, 16.0,  0.1,50,0,71,1,6,0
00:00:19, 16.0,  0.1,50,0,71,1,6,0
00:00:20, 16.0,  0.1,50,0,71,1,6,0
00:00:21, 15.8,  0.1,50,0,70,1,6,0
00:00:22, 15.8,  0.1,50,0,70,1,6,0
00:00:23, 15.8,  0.1,50,0,70,1,6,0
00:00:24, 15.8,  0.1,50,0,70,1,6,0
00:00:25, 16.0,  0.1,50,107,71,1,6,0
00:00:26, 16.2,  0.1,50,107,72,1,6,0
00:00:27, 16.2,  0.1,50,107,72,1,6,0
00:00:28, 16.2,  0.1,50,107,72,1,6,0
00:00:29, 16.2,  0.1,50,108,72,1,6,0
00:00:30, 16.2,  0.1,50,108,72,1,6,0
00:00:31, 16.2,  0.1,50,108,72,1,6,0
00:00:32, 16.4,  0.1,50,108,73,1,6,0
00:00:33, 16.4,  0.1,50,108,73,1,6,0
00:00:34, 16.4,  0.2,50,108,73,1,6,0
00:00:35, 16.4,  0.2,50,109,73,2,6,0
00:00:36, 16.4,  0.2,50,109,73,2,6,0
00:00:37, 16.4,  0.2,50,110,73,2,6,0
00:00:38, 16.4,  0.2,50,110,73,2,6,0
00:00:39, 16.4,  0.2,50,110,73,2,6,0
00:00:40, 16.4,  0.2,50,109,73,2,6,0
00:00:41, 16.4,  0.2,50,109,73,2,6,0
00:00:42, 16.4,  0.2,50,109,73,2,6,0
