LeMond,FW 0.34,HW 1.0,STN,140625,05:15
TIME,SPEED,DIST,POWER,HEART RATE,RPM,CALORIES,TORQUE,TARGET HR
00:00:01, 13.3,  0.0,60,0,59,0,9,0
00:00:02, 13.5,  0.0,60,0,60,0,9,0
00:00:03, 13.5,  0.0,60,0,60,0,9,0
00:00:04, 13.7,  0.0,60,103,61,0,9,0
00:00:05, 13.9,  0.0,60,103,62,0,9,0
00:00:06, 13.9,  0.0,60,103,62,0,9,0
00:00:07, 13.9,  0.0,60,104,62,0,9,0
00:00:08, 13.9,  0.0,60,104,62,0,9,0
00:00:09, 11.9,  0.0,60,104,53,0,10,0
00:00:10, 13.3,  0.0,60,104,59,0,9,0
00:00:11, 13.3,  0.0,60,104,59,0,9,0
00:00:12, 13.3,  0.0,60,104,59,0,9,0
00:00:13, 13.3,  0.0,60,104,59,0,9,0
00:00:14, 12.8,  0.1,60,104,57,0,10,0
00:00:15, 13.0,  0.1,60,104,58,1,9,0
00:00:16, 13.0,  0.1,60,104,58,1,9,0
00:00:17, 13.5,  0.1,60,104,60,1,9,0
00:00:18, 13.9,  0.1,60,104,62,1,9,0
00:00:19, 14.2,  0.1,60,105,63,1,9,0
00:00:20, 14.2,  0.1,60,105,63,1,9,0
00:00:21, 14.2,  0.1,60,105,63,1,9,0
00:00:22, 13.9,  0.1,60,0,62,1,9,0
00:00:23, 13.9,  0.1,60,0,62,1,9,0
00:00:24, 13.9,  0.1,60,0,62,1,9,0
00:00:25, 14.2,  0.1,60,0,63,1,9,0
00:00:26, 14.2,  0.1,60,0,63,1,9,0
00:00:27, 14.2,  0.1,60,0,63,1,9,0
00:00:28, 14.2,  0.1,60,0,63,1,9,0
00:00:29, 13.9,  0.1,60,0,62,2,9,0
00:00:30, 13.7,  0.1,60,0,61,2,9,0
00:00:31, 13.9,  0.1,60,0,62,2,9,0
00:00:32, 14.2,  0.1,60,0,63,2,9,0
00:00:33, 14.2,  0.1,60,0,63,2,9,0
00:00:34, 14.4,  0.1,60,0,64,2,8,0
00:00:35, 14.6,  0.1,60,0,65,2,8,0
00:00:36, 14.8,  0.1,60,0,66,2,8,0
00:00:37, 15.1,  0.1,60,0,67,2,8,0
00:00:38, 15.1,  0.1,60,0,67,2,8,0
00:00:39, 15.3,  0.2,60,0,68,2,8,0
00:00:40, 15.3,  0.2,60,0,68,2,8,0
00:00:41, 15.3,  0.2,60,0,68,2,8,0
00:00:42, 15.3,  0.2,60,0,68,2,8,0
00:00:43, 15.3,  0.2,60,0,68,2,8,0
00:00:44, 15.3,  0.2,60,0,68,3,8,0
00:00:45, 15.3,  0.2,60,0,68,3,8,0
00:00:46, 15.3,  0.2,60,0,68,3,8,0
00:00:47, 15.3,  0.2,60,0,68,3,8,0
00:00:48, 15.3,  0.2,60,0,68,3,8,0
00:00:49, 15.3,  0.2,60,0,68,3,8,0
00:00:50, 15.1,  0.2,60,0,67,3,8,0
00:00:51, 15.3,  0.2,60,0,68,3,8,0
00:00:52, 15.5,  0.2,60,0,69,3,8,0
00:00:53, 15.5,  0.2,60,0,69,3,8,0
00:00:54, 15.5,  0.2,60,0,69,3,8,0
00:00:55, 15.8,  0.2,60,0,70,3,8,0
00:00:56, 15.8,  0.2,60,0,70,3,8,0
00:00:57, 16.0,  0.2,60,0,71,3,8,0
00:00:58, 16.0,  0.2,60,0,71,4,8,0
00:00:59, 15.8,  0.2,60,0,70,4,8,0
00:01:00, 15.5,  0.2,60,0,69,4,8,0
00:01:01, 15.3,  0.2,60,0,68,4,8,0
00:01:02, 15.3,  0.2,60,0,68,4,8,0
00:01:03, 15.3,  0.3,60,0,68,4,8,0
00:01:04, 15.5,  0.3,60,0,69,4,8,0
00:01:05, 16.0,  0.3,60,0,71,4,8,0
00:01:06, 16.0,  0.3,60,0,71,4,8,0
00:01:07, 15.5,  0.3,60,0,69,4,8,0
00:01:08, 15.8,  0.3,60,0,70,4,8,0
00:01:09, 15.5,  0.3,60,0,69,4,8,0
00:01:10, 15.5,  0.3,60,0,69,4,8,0
00:01:11, 15.5,  0.3,60,0,69,4,8,0
00:01:12, 15.5,  0.3,60,0,69,5,8,0
00:01:13, 15.5,  0.3,60,0,69,5,8,0
00:01:14, 15.3,  0.3,60,0,68,5,8,0
00:01:15, 15.3,  0.3,60,0,68,5,8,0
00:01:16, 15.3,  0.3,60,0,68,5,8,0
00:01:17, 15.3,  0.3,60,0,68,5,8,0
00:01:18, 15.3,  0.3,60,0,68,5,8,0
00:01:19, 15.1,  0.3,60,0,67,5,8,0
00:01:20, 15.3,  0.3,60,0,68,5,8,0
00:01:21, 15.5,  0.3,60,0,69,5,8,0
00:01:22, 15.5,  0.3,60,0,69,5,8,0
00:01:23, 15.1,  0.3,60,0,67,5,8,0
00:01:24, 15.1,  0.3,60,0,67,5,8,0
00:01:25, 15.1,  0.3,60,0,67,5,8,0
00:01:26, 15.1,  0.4,60,0,67,5,8,0
00:01:27, 15.5,  0.4,60,0,69,6,8,0
00:01:28, 15.5,  0.4,60,0,69,6,8,0
00:01:29, 16.0,  0.4,60,0,71,6,8,0
00:01:30, 15.8,  0.4,60,0,70,6,8,0
00:01:31, 15.8,  0.4,60,0,70,6,8,0
00:01:32, 15.8,  0.4,60,0,70,6,8,0
00:01:33, 15.5,  0.4,60,120,69,6,8,0
00:01:34, 15.3,  0.4,60,120,68,6,8,0
00:01:35, 15.3,  0.4,60,0,68,6,8,0
00:01:36, 15.3,  0.4,60,0,68,6,8,0
00:01:37, 15.3,  0.4,60,0,68,6,8,0
00:01:38, 15.8,  0.4,60,0,70,6,8,0
00:01:39, 16.0,  0.4,60,0,71,6,8,0
00:01:40, 16.0,  0.4,60,0,71,6,8,0
00:01:41, 15.8,  0.4,60,0,70,7,8,0
00:01:42, 15.5,  0.4,60,0,69,7,8,0
00:01:43, 15.5,  0.4,60,0,69,7,8,0
00:01:44, 15.5,  0.4,60,0,69,7,8,0
00:01:45, 15.8,  0.4,60,0,70,7,8,0
00:01:46, 15.8,  0.4,60,0,70,7,8,0
00:01:47, 15.8,  0.4,60,0,70,7,8,0
00:01:48, 15.8,  0.4,60,0,70,7,8,0
00:01:49, 15.5,  0.5,60,0,69,7,8,0
00:01:50, 15.5,  0.5,60,0,
