LeMond,FW 0.34,HW 1.0,STN,140702,09:58
TIME,SPEED,DIST,POWER,HEART RATE,RPM,CALORIES,TORQUE,TARGET HR
00:00:01, 17.3,  0.0,55,124,77,0,6,110
00:00:02, 17.1,  0.0,52,124,76,0,6,110
00:00:03, 17.1,  0.0,50,125,76,0,6,110
00:00:04, 16.9,  0.0,47,125,75,0,5,110
00:00:05, 16.9,  0.0,45,125,75,0,5,110
00:00:06, 16.9,  0.0,42,126,75,0,5,110
00:00:07, 16.9,  0.0,40,125,75,0,5,110
00:00:08, 16.9,  0.0,40,125,75,0,5,110
00:00:09, 17.1,  0.0,40,126,76,0,5,110
00:00:10, 17.1,  0.0,40,126,76,0,5,110
00:00:11, 17.1,  0.1,41,126,76,0,5,110
00:00:12, 16.9,  0.1,41,126,75,0,5,110
00:00:13, 16.6,  0.1,40,126,74,0,5,110
00:00:14, 16.4,  0.1,40,126,73,0,5,110
00:00:15, 16.4,  0.1,40,126,73,0,5,110
00:00:16, 16.4,  0.1,42,126,73,0,5,110
00:00:17, 16.4,  0.1,40,126,73,0,5,110
00:00:18, 16.4,  0.1,40,128,73,0,5,110
00:00:19, 16.4,  0.1,40,128,73,0,5,110
00:00:20, 16.4,  0.1,40,127,73,0,5,110
00:00:21, 16.4,  0.1,40,127,73,1,5,110
00:00:22, 16.6,  0.1,40,127,74,1,5,110
00:00:23, 16.9,  0.1,40,126,75,1,5,110
00:00:24, 16.9,  0.1,41,125,75,1,5,110
00:00:25, 16.9,  0.1,40,125,75,1,5,110
00:00:26, 16.6,  0.1,41,126,74,1,5,110
00:00:27, 16.6,  0.1,40,125,74,1,5,110
00:00:28, 16.6,  0.1,41,125,74,1,5,110
00:00:29, 16.4,  0.1,40,125,73,1,5,110
00:00:30, 16.4,  0.1,40,123,73,1,5,110
00:00:31, 16.4,  0.1,40,125,73,1,5,110
00:00:32, 16.4,  0.1,40,125,73,1,5,110
00:00:33, 16.6,  0.2,40,126,74,1,5,110
00:00:34, 16.4,  0.2,40,126,73,1,5,110
00:00:35, 16.2,  0.2,40,126,72,1,5,110
00:00:36, 16.2,  0.2,40,126,72,1,5,110
00:00:37, 16.6,  0.2,40,126,74,1,5,110
00:00:38, 16.6,  0.2,40,126,74,1,5,110
00:00:39, 16.6,  0.2,40,125,74,1,5,110
00:00:40, 16.6,  0.2,42,126,74,1,5,110
00:00:41, 16.6,  0.2,43,125,74,1,5,110
00:00:42, 16.6,  0.2,42,125,74,2,5,110
00:00:43, 16.6,  0.2,44,126,74,2,5,110
00:00:44, 16.6,  0.2,44,126,74,2,5,110
00:00:45, 16.6,  0.2,43,126,74,2,5,110
00:00:46, 16.9,  0.2,43,126,75,2,5,110
00:00:47, 16.9,  0.2,42,128,75,2,5,110
00:00:48, 16.6,  0.2,43,129,74,2,5,110
00:00:49, 16.4,  0.2,40,129,73,2,5,110
00:00:50, 16.6,  0.2,40,129,74,2,5,110
00:00:51, 16.6,  0.2,40,129,74,2,5,110
00:00:52, 16.6,  0.2,40,129,74,2,5,110
00:00:53, 16.9,  0.2,40,129,75,2,5,110
00:00:54, 16.9,  0.3,40,129,75,2,5,110
00:00:55, 16.9,  0.3,40,129,75,2,5,110
00:00:56, 16.9,  0.3,40,129,75,2,5,110
00:00:57, 16.9,  0.3,40,129,75,2,5,110
00:00:58, 16.9,  0.3,40,131,75,2,5,110
00:00:59, 16.9,  0.3,40,132,75,2,5,110
00:01:00, 16.9,  0.3,40,132,75,2,5,116
00:01:01, 16.6,  0.3,42,132,74,2,5,116
00:01:02, 16.4,  0.3,41,132,73,2,5,116
00:01:03, 16.4,  0.3,42,132,73,3,5,116
00:01:04, 16.4,  0.3,40,132,73,3,5,116
00:01:05, 16.4,  0.3,40,131,73,3,5,116
00:01:06, 16.2,  0.3,40,132,72,3,5,116
00:01:07, 16.4,  0.3,40,132,73,3,5,116
00:01:08, 16.6,  0.3,40,131,74,3,5,116
00:01:09, 16.6,  0.3,40,132,74,3,5,116
00:01:10, 16.6,  0.3,40,132,74,3,5,116
00:01:11, 16.4,  0.3,40,132,73,3,5,116
00:01:12, 16.4,  0.3,40,132,73,3,5,116
00:01:13, 16.4,  0.3,40,132,73,3,5,116
00:01:14, 16.6,  0.3,40,132,74,3,5,116
00:01:15, 16.6,  0.3,41,132,74,3,5,116
