LeMond,FW 0.34,HW 1.0,STN,140714,13:53
TIME,SPEED,DIST,POWER,HEART RATE,RPM,CALORIES,TORQUE,TARGET HR
00:00:01, 15.1,  0.0,62,105,67,0,8,110
00:00:02, 15.1,  0.0,64,105,67,0,9,110
00:00:03, 15.1,  0.0,65,107,67,0,9,110
00:00:04, 15.5,  0.0,64,107,69,0,8,110
00:00:05, 15.3,  0.0,65,108,68,0,9,110
00:00:06, 14.8,  0.0,66,110,66,0,9,110
00:00:07, 14.6,  0.0,65,110,65,0,9,110
00:00:08, 14.6,  0.0,65,112,65,0,9,110
00:00:09, 14.6,  0.0,64,113,65,0,9,110
00:00:10, 14.6,  0.0,63,113,65,0,9,110
00:00:11, 14.4,  0.0,62,113,64,0,9,110
00:00:12, 14.4,  0.0,63,113,64,0,9,110
00:00:13, 14.4,  0.1,63,112,64,0,9,110
00:00:14, 14.4,  0.1,64,109,64,1,9,110
00:00:15, 14.6,  0.1,65,109,65,1,9,110
00:00:16, 14.2,  0.1,63,108,63,1,9,110
00:00:17, 14.4,  0.1,62,108,64,1,9,110
00:00:18, 14.4,  0.1,64,108,64,1,9,110
00:00:19, 14.4,  0.1,65,109,64,1,9,110
00:00:20, 14.4,  0.1,67,109,64,1,9,110
00:00:21, 14.4,  0.1,68,111,64,1,10,110
00:00:22, 14.2,  0.1,67,113,63,1,10,110
00:00:23, 14.2,  0.1,66,113,63,1,10,110
00:00:24, 14.2,  0.1,65,115,63,1,9,110
00:00:25, 14.2,  0.1,63,115,63,1,9,110
00:00:26, 14.6,  0.1,62,116,65,1,9,110
00:00:27, 14.6,  0.1,61,118,65,2,8,110
00:00:28, 14.6,  0.1,59,118,65,2,8,110
00:00:29, 14.6,  0.1,57,120,65,2,8,110
00:00:30, 14.6,  0.1,55,120,65,2,8,110
00:00:31, 14.6,  0.1,54,120,65,2,7,110
00:00:32, 14.6,  0.1,52,118,65,2,7,110
00:00:33, 14.8,  0.1,51,117,66,2,7,110
00:00:34, 14.8,  0.1,50,117,66,2,7,110
00:00:35, 14.8,  0.1,49,116,66,2,7,110
00:00:36, 14.8,  0.1,47,115,66,2,6,110
00:00:37, 14.8,  0.2,46,115,66,2,6,110
00:00:38, 15.1,  0.2,45,115,67,2,6,110
00:00:39, 15.3,  0.2,44,116,68,2,6,110
00:00:40, 15.5,  0.2,42,116,69,2,5,110
00:00:41, 16.0,  0.2,41,118,71,2,5,110
00:00:42, 16.2,  0.2,40,119,72,2,5,110
00:00:43, 16.2,  0.2,40,119,72,2,5,110
00:00:44, 16.0,  0.2,40,120,71,2,5,110
00:00:45, 15.8,  0.2,40,120,70,3,5,110
00:00:46, 15.8,  0.2,40,120,70,3,5,110
00:00:47, 15.5,  0.2,40,122,69,3,5,110
00:00:48, 15.5,  0.2,40,122,69,3,5,110
