LeMond,FW 0.34,HW 1.0,STN,140611,05:27
TIME,SPEED,DIST,POWER,HEART RATE,RPM,CALORIES,TORQUE,TARGET HR
00:00:01, 15.5,  0.0,50,0,69,0,6,0
00:00:02, 16.0,  0.0,50,0,71,0,6,0
00:00:03, 16.0,  0.0,50,0,71,0,6,0
00:00:04, 15.8,  0.0,50,0,70,0,6,0
00:00:05, 15.8,  0.0,50,0,70,0,6,0
00:00:06, 15.5,  0.0,50,0,69,0,6,0
00:00:07, 15.5,  0.0,50,0,69,0,6,0
00:00:08, 15.8,  0.0,50,0,70,0,6,0
00:00:09, 15.8,  0.0,50,0,70,0,6,0
00:00:10, 15.5,  0.0,50,0,69,0,6,0
00:00:11, 15.5,  0.0,50,0,69,0,6,0
00:00:12, 15.5,  0.1,50,0,69,0,6,0
00:00:13, 15.5,  0.1,50,0,69,0,6,0
00:00:14, 15.3,  0.1,50,0,68,0,7,0
00:00:15, 15.3,  0.1,50,0,68,0,7,0
00:00:16, 14.8,  0.1,50,0,66,0,7,0
00:00:17, 15.1,  0.1,50,0,67,0,7,0
00:00:18, 15.1,  0.1,50,0,67,1,7,0
00:00:19, 15.3,  0.1,50,0,68,1,7,0
00:00:20, 15.3,  0.1,50,0,68,1,7,0
00:00:21, 15.5,  0.1,50,0,69,1,6,0
00:00:22, 15.5,  0.1,50,0,69,1,6,0
00:00:23, 15.5,  0.1,50,0,69,1,6,0
00:00:24, 15.3,  0.1,50,0,68,1,7,0
00:00:25, 15.5,  0.1,50,0,69,1,6,0
00:00:26, 15.8,  0.1,50,0,70,1,6,0
00:00:27, 15.8,  0.1,50,0,70,1,6,0
00:00:28, 15.8,  0.1,50,0,70,1,6,0
00:00:29, 15.5,  0.1,50,0,69,1,6,0
00:00:30, 15.3,  0.1,50,0,68,1,7,0
00:00:31, 16.0,  0.1,50,0,71,1,6,0
00:00:32, 16.6,  0.1,50,0,74,1,6,0
00:00:33, 16.6,  0.1,50,0,74,1,6,0
00:00:34, 16.2,  0.1,50,0,72,1,6,0
00:00:35, 16.2,  0.2,50,0,72,2,6,0
00:00:36, 16.2,  0.2,50,0,72,2,6,0
00:00:37, 16.2,  0.2,50,115,72,2,6,0
00:00:38, 16.2,  0.2,50,115,72,2,6,0
00:00:39, 16.2,  0.2,50,115,72,2,6,0
00:00:40, 16.2,  0.2,50,115,72,2,6,0
00:00:41, 16.0,  0.2,50,115,71,2,6,0
00:00:42, 16.0,  0.2,50,115,71,2,6,0
00:00:43, 16.0,  0.2,50,115,71,2,6,0
00:00:44, 16.0,  0.2,50,115,71,2,6,0
00:00:45, 16.0,  0.2,50,115,71,2,6,0
00:00:46, 16.2,  0.2,50,114,72,2,6,0
00:00:47, 16.2,  0.2,50,113,72,2,6,0
00:00:48, 16.0,  0.2,50,113,71,2,6,0
00:00:49, 16.0,  0.2,50,114,71,2,6,0
00:00:50, 16.0,  0.2,50,115,71,2,6,0
00:00:51, 16.0,  0.2,50,115,71,2,6,0
00:00:52, 16.0,  0.2,50,115,71,3,6,0
00:00:53, 16.0,  0.2,50,115,71,3,6,0
00:00:54, 15.8,  0.2,50,116,70,3,6,0
00:00:55, 15.8,  0.2,50,116,70,3,6,0
00:00:56, 15.8,  0.2,50,116,70,3,6,0
00:00:57, 15.5,  0.2,50,0,69,3,6,0
00:00:58, 15.5,  0.3,50,0,69,3,6,0
00:00:59, 15.5,  0.3,50,0,69,3,6,0
00:01:00, 15.5,  0.3,50,0,69,3,6,0
00:01:01, 15.5,  0.3,50,111,69,3,6,0
00:01:02, 15.5,  0.3,50,111,69,3,6,0
00:01:03, 15.8,  0.3,50,111,70,3,6,0
00:01:04, 15.8,  0.3,50,111,70,3,6,0
00:01:05, 15.8,  0.3,50,116,70,3,6,0
00:01:06, 15.8,  0.3,50,116,70,3,6,0
00:01:07, 15.8,  0.3,50,116,70,3,6,0
00:01:08, 15.8,  0.3,50,116,70,3,6,0
00:01:09, 15.5,  0.3,50,114,69,4,6,0
00:01:10, 15.8,  0.3,50,114,70,4,6,0
00:01:11, 16.0,  0.3,50,114,71,4,6,0
00:01:12, 16.0,  0.3,50,114,71,4,6,0
00:01:13, 16.0,  0.3,50,114,71,4,6,0
00:01:14, 16.0,  0.3,50,112,71,4,6,0
00:01:15, 16.0,  0.3,50,112,71,4,6,0
00:01:16, 16.2,  0.3,50,113,72,4,6,0
00:01:17, 16.2,  0.3,50,113,72,4,6,0
00:01:18, 16.2,  0.3,50,113,72,4,6,0
00:01:19, 16.2,  0.3,50,113,72,4,6,0
00:01:20, 16.2,  0.4,50,111,72,4,6,0
00:01:21, 16.2,  0.4,50,111,72,4,6,0
00:01:22, 16.2,  0.4,50,111,72,4,6,0
00:01:23, 16.2,  0.4,50,111,72,4,6,0
00:01:24, 16.2,  0.4,50,109,72,4,6,0
00:01:25, 16.2,  0.4,50,109,72,4,6,0
00:01:26, 16.2,  0.4,50,157,72,4,6,0
00:01:27, 16.2,  0.4,50,157,72,5,6,0
00:01:28, 16.2,  0.4,50,157,72,5,6,0
00:01:29, 16.2,  0.4,50,157,72,5,6,0
00:01:30, 16.2,  0.4,50,155,72,5,6,0
00:01:31, 16.2,  0.4,50,155,72,5,6,0
00:01:32, 16.2,  0.4,50,155,72,5,6,0
00:01:33, 16.2,  0.4,50,155,72,5,6,0
00:01:34, 16.2,  0.4,50,165,72,5,6,0
00:01:35, 15.8,  0.4,50,165,70,5,6,0
00:01:36, 15.5,  0.4,50,165,69,5,6,0
00:01:37, 15.8,  0.4,50,165,70,5,6,0
00:01:38, 16.0,  0.4,50,165,71,5,6,0
00:01:39, 16.0,  0.4,50,170,71,5,6,0
00:01:40, 16.0,  0.4,50,170,71,5,6,0
00:01:41, 15.8,  0.4,50,170,70,5,6,0
00:01:42, 15.8,  0.4,50,168,70,5,6,0
00:01:43, 15.8,  0.5,50,168,70,5,6,0
00:01:44, 15.8,  0.5,50,168,70,6,6,0
00:01:45, 15.8,  0.5,50,168,70,6,6,0
00:01:46, 15.8,  0.5,50,0,70,6,6,0
00:01:47, 15.8,  0.5,50,0,70,6,6,0
00:01:48, 
